ID	publication	order	genus	species	subspecies	single_on	mean_on	deviation_on	minimum_on	maximum_on	n	max_reported_internal_diff	condition	problem	data_notes	text_notes
225	branson2008influence	Orthoptera	Phoetaliotes	nebrascencis		28										Although relatively little is known about the reproductive ecology of P. nebrascensis, Pfadt (2002) reported a typical ovariole number of 28
226	hebert1989seasonal	Diptera	Winthemia	fumiferanae			32.7	1								The mean number of ovarioles per female was 32.7 +_ 1.0 (SE)
227	scheepens1986reproductive	Lepidoptera	Boarmia	selenaria		8										Each multifolded ovary consists of 4 polytrophic ovarioles, up to 130 mm long
228	daumal1994variability	Lepidoptera	Anagasta	kuehniella		8										we counted the remaining eggs in only one of the eight ovarioles
229	wada1980seasonal	Lepidoptera	Cnaphalocrocis	medinalis		8										Each ovary of a newly emerged female consisted of four pairs of ovarioles..
230	fatzinger1970morphology	Lepidoptera	Dioryctria	abietella		8										Each of the paired ovaries is composed of 4 polytrophic-type ovarioles.
231	eliopoulos2003effect	Hymenoptera	Venturia	canescens					9.5	11						Small wasps (hind tibia length <1.83 mm) had significantly fewer mature eggs in their lateral oviducts (approximate mean 58.4 eggs) and ovarioles (approximate mean 9.5 ovarioles/ovary)
232	cave1978absence	Lepidoptera	Antheraea	pernyi		8										There are four ovarioles in each ovary of A. pernyi
233	kulshrestha1970histology	Lepidoptera	Philosamia	cynthia	ricini	8										Two considerably long and profusely tracheated ovaries, each comprising four polytrophic ovarioles
234	neog2014studies	Lepidoptera	Antheraea	assamensis		8										common oviduct with 4 ovarioles of pupa
235	jervis1986host	Hymenoptera	Apechthis	quadridentatus					12	84						
236	jervis1986host	Hymenoptera	Apechthis	nifatus					10	48						
237	jervis1986host	Hymenoptera	Priopoda	nigricovis					6	20						
238	jervis1986host	Hymenoptera	Diplazon	laetorius		32										
239	jervis1986host	Hymenoptera	Phaeogenes	nigridens		6										
240	jervis1986host	Hymenoptera	Bracon	hebetor		4										
241	jervis1986host	Hymenoptera	Brachymeria	intermedia		6										
242	jervis1986host	Hymenoptera	Pteromalus	puparum					6	8						
243	jervis1986host	Hymenoptera	Nasonia	vitripennis					6	10						
244	jervis1986host	Hymenoptera	Metaphycus	helvocus		12										
245	jervis1986host	Hymenoptera	Encarsia	formosa		8										
246	jervis1986host	Hymenoptera	Tetrastichus	incertus					20	28						
247	jervis1986host	Hymenoptera	Chrysocharis	laricinellae		6										
248	force1984parasitoids	Hymenoptera	Heterospilus	koebeli		4										Dissections of newly eclosed adult females revealed each ovary to consist of 2 ovarioles, each with a large egg storage area at the terminal end
249	force1984parasitoids	Hymenoptera	Eupelmus			6										Dissections of newly eclosed adult females revealed each ovary to consist of 3 ovarioles, each containing about 15 developing eggs and only 1 mature egg
250	force1984parasitoids	Hymenoptera	Eudecatoma	flamminneiventris					12	18						Dissections of adult females revealed ovariole numbers varying from 6-9 per ovary
251	force1984parasitoids	Hymenoptera	Eurytoma			6										Dissections of adult females of the most common species revealed each ovary to consist of 3 ovarioles
252	luft1993experience	Hymenoptera	Goniozus	nigrifemur		6										Dissections revealed that G. nigrifemur females have about three ovarioles per ovary and emerge without a complement of eggs
253	coombs1997influence	Diptera	Trichopoda	giacomelli					9	37						Ovariole number was positively correlated with body size (head width) and ranged from 9 to 37 ovarioles per female
254	callahan1958serial	Lepidoptera	Heliothis	zea		8										
255	gaikwad2014histomorphology	Lepidoptera	Papilio	polytes	polytes	8										adult ovary consists of four polytrophic ovarioles
256	gerber1976reproductive	Coleoptera	Lytta	nuttali					252	429						Gerber et al. (1971~) reported that the number of ovarioles in six females selected at random ranged from 252 to 429
257	adams1979biology	Coleoptera	Epicauta	vittata			108.7	10.7					Typical race 			
258	adams1979biology	Coleoptera	Epicauta	vittata			87.5	1.73					Lemnicate race 			
259	adams1979biology	Coleoptera	Epicauta	occidentalis			130	8.75								
260	adams1979biology	Coleoptera	Epicauta	temexa			128.8	9.77								
261	adams1979biology	Coleoptera	Epicauta	abadona			96.8	10.05								
262	adams1979biology	Coleoptera	Epicauta	tamara			93.8	2.94								
263	adams1979biology	Coleoptera	Epicauta	vitticollis			167	0								
264	adams1979biology	Coleoptera	Epicauta	unilineata			127.3	5.21								
265	adams1979biology	Coleoptera	Epicauta	monachicha			104.7	13.86								
266	adams1979biology	Coleoptera	Epicauta	luteolineata			205.5	12.5								
267	adams1979biology	Coleoptera	Epicauta	leopardina			60.5	3.33								
268	faille2015convergent	Coleoptera	Trechus	noricus					6	10						
269	faille2015convergent	Coleoptera	Trechus	regularis					8	10						
270	faille2015convergent	Coleoptera	Trechus	ovatus		10										
271	faille2015convergent	Coleoptera	Trechus	pillisensis		14										
272	faille2015convergent	Coleoptera	Trechus	bordei					10	14						
273	faille2015convergent	Coleoptera	Duvalis	sp.		8										
274	faille2015convergent	Coleoptera	Trichaphaenops	gounelli		6										
275	faille2015convergent	Coleoptera	Typhlotrechus	bilimeki	istnes	12										
276	faille2015convergent	Coleoptera	Geotrechus	orpheus		4										
277	faille2015convergent	Coleoptera	Geotrechus	gallicus		4										
278	faille2015convergent	Coleoptera	Aphaenops	ehlersi		4										
279	faille2015convergent	Coleoptera	Aphaenops	cerberus		2										
280	faille2015convergent	Coleoptera	Aphaenops	crypticola		2										
281	faille2015convergent	Coleoptera	Aphaenops	nustachei		2										
282	faille2015convergent	Coleoptera	Aphaenops	pluto		2										
283	faille2015convergent	Coleoptera	Aphaenops	tiresias		2										
284	faille2015convergent	Coleoptera	Aphaenops	loubensi		2										
285	faille2015convergent	Coleoptera	Aphaenops	ochsicabidochei		2										
286	faille2015convergent	Coleoptera	Aphaenops	leschenaulti		2										
287	rubio2008alimentary	Coleoptera	Hypothenemus	hampei		4										
288	reinhardt2005low	Orthoptera	Ailopus	thalassinus		35										
289	reinhardt2005low	Orthoptera	Arcryptera	fusca		18										
290	reinhardt2005low	Orthoptera	Bryodemella	tuberculata		24										
291	reinhardt2005low	Orthoptera	Calliptamus	italicus		42										
292	reinhardt2005low	Orthoptera	Chortippus	albomarginatus		10										
293	reinhardt2005low	Orthoptera	Chortippus	dorsatus		10										
294	reinhardt2005low	Orthoptera	Chortippus	montanus		10										
295	reinhardt2005low	Orthoptera	Chortippus	parallelus		10										
296	reinhardt2005low	Orthoptera	Chortippus	apricarius		9										
297	reinhardt2005low	Orthoptera	Chortippus	biguttulus		12										
298	reinhardt2005low	Orthoptera	Chortippus	brunneus		14										
299	reinhardt2005low	Orthoptera	Chortippus	mollis		10										
300	reinhardt2005low	Orthoptera	Chortippus	pullus		8										
301	reinhardt2005low	Orthoptera	Chortippus	vagans		8										
302	reinhardt2005low	Orthoptera	Chrsochraon	dispar		21										
303	reinhardt2005low	Orthoptera	Conocephalus	fuscus		40										
304	reinhardt2005low	Orthoptera	Conocephalus	dorsalis		42										
305	reinhardt2005low	Orthoptera	Dectitus	verrucivotus		25										
306	reinhardt2005low	Orthoptera	Ephippiger	ephippiger		20										
307	reinhardt2005low	Orthoptera	Euthystira	brachyptira		6										
308	reinhardt2005low	Orthoptera	Gampsocleis	glabra		25										
309	reinhardt2005low	Orthoptera	Gomphocerippus	rufus		10										
310	reinhardt2005low	Orthoptera	Gomphocerus	sibricus		10										
311	reinhardt2005low	Orthoptera	Gryllotalpa	gryllotalpa		100										
312	reinhardt2005low	Orthoptera	Gryllus	campestris		64										
313	reinhardt2005low	Orthoptera	Isophya	kraussii		29										
314	reinhardt2005low	Orthoptera	Leptophyes	albovittata		30										
315	reinhardt2005low	Orthoptera	Leptophyes	punctatitissima		37										
316	reinhardt2005low	Orthoptera	Meconema	thalassinum		26										
317	reinhardt2005low	Orthoptera	Mecosthetus	parapleus		26								taxonomy		
318	reinhardt2005low	Orthoptera	Metriptera	bicolor		33										
319	reinhardt2005low	Orthoptera	Metriptera	brachyptera		29										
320	reinhardt2005low	Orthoptera	Metriptera	roeselli		46										
321	reinhardt2005low	Orthoptera	Miramella	alpina		18										
322	reinhardt2005low	Orthoptera	Modicogryllus	frontallis		30										
323	reinhardt2005low	Orthoptera	Myrmecophilus	acervorum		10										
324	reinhardt2005low	Orthoptera	Myrmeleotettix	maculatus		6										
325	reinhardt2005low	Orthoptera	Nemobius	sylvestris		26										
326	reinhardt2005low	Orthoptera	Oencanthus	pellucens		32										
327	reinhardt2005low	Orthoptera	Oedipoda	caerulescens		23										
328	reinhardt2005low	Orthoptera	Oedipoda	germanica		22										
329	reinhardt2005low	Orthoptera	Omocestus	haemorrhoidalis		10										
330	reinhardt2005low	Orthoptera	Omocestus	rufipes		10										
331	reinhardt2005low	Orthoptera	Omocestus	viridulus		10										
332	reinhardt2005low	Orthoptera	Phaneroptera	falcata		37										
333	reinhardt2005low	Orthoptera	Pholidoptera	aptera		45										
334	reinhardt2005low	Orthoptera	Pholidoptera	griseoaptera		34										
335	reinhardt2005low	Orthoptera	Platydeis	montana		36										
336	reinhardt2005low	Orthoptera	Platydeis	albopuncta		47										
337	reinhardt2005low	Orthoptera	Platydeis	tesselata		36										
338	reinhardt2005low	Orthoptera	Padisma	pedestris		12										
339	reinhardt2005low	Orthoptera	Polysarcus	denticauda		35										
340	reinhardt2005low	Orthoptera	Psophus	stridulus		30										
341	reinhardt2005low	Orthoptera	Pteronemobius	heydenii		20										
342	reinhardt2005low	Orthoptera	Sphingonotus	caerulans		13										
343	reinhardt2005low	Orthoptera	Stauroderis	scalaris		10										
344	reinhardt2005low	Orthoptera	Stenobothrus	lineatus		8										
345	reinhardt2005low	Orthoptera	Stenobothrus	nigromaculatus		8										
346	reinhardt2005low	Orthoptera	Stenobothrus	stigmaticus		6										
347	reinhardt2005low	Orthoptera	Stethiophyma	grossum		24										
348	reinhardt2005low	Orthoptera	Tetrix	bipunctata		16										
349	reinhardt2005low	Orthoptera	Tetrix	subulata		23										
350	reinhardt2005low	Orthoptera	Tetrix	tenuicornis		28										
351	reinhardt2005low	Orthoptera	Tetrix	tuerki		24										
352	reinhardt2005low	Orthoptera	Tetrix	undulata		14										
353	reinhardt2005low	Orthoptera	Tettigonia	cantans		50										
354	reinhardt2005low	Orthoptera	Tettigonia	viridissima		76										
355	robertson1961ovariole	Coleoptera	Cicindela	punctulata		20										
356	robertson1961ovariole	Coleoptera	Cicindela	sexguttata	sexguttata				18	20						
357	robertson1961ovariole	Coleoptera	Cicindela	campestris					20	24						
358	robertson1961ovariole	Coleoptera	Carabus	granulatus					20	24						
359	robertson1961ovariole	Coleoptera	Carabus	hortensis					20	24						
360	robertson1961ovariole	Coleoptera	Notiophilus	aquatus		12										
361	robertson1961ovariole	Coleoptera	Scarites	subterraneus		12										
362	robertson1961ovariole	Coleoptera	Clivina	fossor		12										
363	robertson1961ovariole	Coleoptera	Clivina	arenaria		12										
364	robertson1961ovariole	Coleoptera	Bembidio	oblongatum		14										
365	robertson1961ovariole	Coleoptera	Bembidio	femoratum		16										
366	robertson1961ovariole	Coleoptera	Pterostichus	incublandus					26	30						
367	robertson1961ovariole	Coleoptera	Pterostichus	adstrictus		20										
368	robertson1961ovariole	Coleoptera	Pterostichus	corvinus		22										
369	robertson1961ovariole	Coleoptera	Pterostichus	mutus					28	34						
370	robertson1961ovariole	Coleoptera	Pterostichus	melanarius					22	30						
371	robertson1961ovariole	Coleoptera	Pterostichus	vulgaris		10										
372	robertson1961ovariole	Coleoptera	Pterostichus	vernalis		14										
373	robertson1961ovariole	Coleoptera	Amara	apricaria		14										
